,place_id,reviews 2024,rev_prc,name,reviews,price_range,main_category,categories,query,latitude,longitude,category
0,ChIJ5Ra7we4JxkcRhYVAaq5zQ9U,18243,1.0,Rijksmuseum,98669,,Kunstmuseum,"[""Kunstmuseum"",""Historisch museum"",""Museum"",""Toeristische attractie""]",tourist attractions in negen straatjes,52.3599976,4.8852188,Cultural & Historic
1,ChIJX1rTlu8JxkcRGsV8-a4oKMI,15335,0.8405963931370937,Van Gogh Museum,91890,,Kunstmuseum,"[""Kunstmuseum"",""Museum"",""Toeristische attractie""]",tourist attractions in negen straatjes,52.3580757,4.8812053,Cultural & Historic
2,ChIJSRE-IcUJxkcRCltjPmVdmtQ,9534,0.5226114125966124,Anne Frank Huis,68668,,Museum,"[""Museum"",""Non-profitorganisatie"",""Toeristische attractie""]",tourist attractions in negen straatjes,52.3752182,4.8839765,Cultural & Historic
3,ChIJz3y0xeIJxkcRNcogBVV41Gw,6930,0.3798717316230883,Vondelpark,53744,,Park,"[""Park"",""Toeristische attractie""]",parks in negen straatjes,52.3579946,4.8686484,Green Recreation
4,ChIJFQ6IwMYJxkcRis8dtZlOkTk,5200,0.2850408375815381,Koninklijk Paleis Amsterdam,23856,,Kasteel,"[""Kasteel"",""Museum"",""Toeristische attractie""]",tourist attractions in negen straatjes,52.3731835,4.8913758,Cultural & Historic
5,ChIJm7tV_qQJxkcRvM4CYqK9SMc,5070,0.2779148166419997,NEMO Science Museum,32923,,Wetenschapsmuseum,"[""Wetenschapsmuseum"",""Kindermuseum"",""Museum"",""Toeristische attractie""]",tourist attractions in negen straatjes,52.3741709,4.912325,Cultural & Historic
6,ChIJk4NxS5YLxkcRw_zHD8XUGXQ,4996,0.2738584662610316,Johan Cruijff ArenA,38276,,Stadion,"[""Stadion""]",sports complex in bijlmer arena,52.3143557,4.9418487,Event venue
7,ChIJJVNbSZcLxkcRmlFDljhOFgE,4724,0.2589486378336896,Ziggo Dome,30079,,Evenementenlocatie,"[""Evenementenlocatie"",""Concertzaal""]",tourist attractions in bijlmer arena,52.3135914,4.9371203,Event venue
8,ChIJYQCs26EJxkcRPUqKm3hTaA4,4618,0.2531381899906814,ARTIS,33056,,Dierentuin,"[""Dierentuin"",""Aquarium"",""Museum"",""Park"",""Toeristische attractie""]",tourist attractions in negen straatjes,52.3660003,4.9165321,Cultural & Historic
9,ChIJRTx_o-8JxkcRKLAaBcWCq5w,3916,0.2146576769171737,Moco Museum Amsterdam,22235,,Museum,"[""Museum"",""Kunstmuseum"",""Cultureel centrum"",""Museum voor moderne kunst"",""Toeristische attractie""]",tourist attractions in negen straatjes,52.3587389,4.881907399999999,Cultural & Historic
10,ChIJDUJx1SgJxkcRRP8rflWfPE4,3745,0.2052842186043962,Fabrique des Lumieres,6920,,Kunstcentrum,"[""Kunstcentrum"",""Kunstmuseum"",""Cultureel centrum"",""Toeristische attractie""]",activities in haarlemmerbuurt,52.3862142,4.8721931,Cultural & Historic
11,ChIJw4h1dscJxkcR_0_4SG8gK5g,3452,0.1892232637175903,Primark,27944,$,Kledingwinkel,"[""Kledingwinkel""]",shopping malls in haarlemmerbuurt,52.374584,4.8944252,Shopping
12,ChIJu0txQLQJxkcR9gp6-ShcF6Y,3445,0.188839554897769,A'DAM Lookout,24680,,Toeristische attractie,"[""Toeristische attractie""]",tourist attractions in negen straatjes,52.383863,4.902355,Cultural & Historic
13,ChIJtWMWEeAJxkcR7PV7zX9aRh0,3398,0.1862632242503974,Foodhallen,20365,$$$$$$$,Foodcourt,"[""Foodcourt"",""Bar"",""Cocktailbar"",""Evenementenlocatie"",""Restaurant""]",restaurants in vondelpark,52.36679,4.8679147,Dining & Cafes
14,ChIJAUBsos8JxkcRwnuLcQmb2-M,3379,0.185221728882311,Winkel 43,12712,$$$$$$,Koffiehuis,"[""Koffiehuis"",""Restaurant""]",cafes in haarlemmerbuurt,52.3790944,4.8862844,Dining & Cafes
15,ChIJweXO1ugJxkcR2nckxDGWbIc,3348,0.1835224469659595,Hard Rock Cafe,23501,$$$$$$$,Amerikaans restaurant,"[""Amerikaans restaurant""]",bars in leidseplein,52.3620587,4.8829907,Dining & Cafes
16,ChIJJX7VYx8KxkcROJPQJKc3j6A,3342,0.183193553691827,RAI Amsterdam,22300,,Conferentiecentrum,"[""Conferentiecentrum"",""Congrescentrum"",""Evenementenlocatie""]",event venues in negen straatjes,52.3411906,4.8886156,Conference
17,ChIJD7P9IsMJxkcRMrf54OxoZSg,3310,0.1814394562297867,De 9 Straatjes,13240,,Toeristische attractie,"[""Toeristische attractie""]",tourist attractions in negen straatjes,52.3701969,4.8860511,Cultural & Historic
18,ChIJrftMriIJxkcRmsYdm9XycFA,3017,0.1653785013429808,Fabel Friet Runstraat,4986,$$$$$$,Snackbar,"[""Snackbar"",""Nederlands restaurant"",""Frituur"",""Afhaalrestaurant""]",bars in 9 straatjes,52.3688273,4.8840617,Dining & Cafes
19,ChIJ48VUaPG3xUcRHeMIKTz11iw,2971,0.162856986241298,Westfield Mall of the Netherlands,20712,,Winkelcentrum,"[""Winkelcentrum""]",shopping malls in leidseplein,52.0890021,4.3839362,Shopping
20,ChIJ19XKKccJxkcRawZK9nzTJz8,2696,0.1477827111768897,Madame Tussauds Amsterdam,28065,,Wassenbeeldenmuseum,"[""Wassenbeeldenmuseum"",""Museum"",""Toeristische attractie""]",tourist attractions in negen straatjes,52.3725915,4.8925782,Cultural & Historic
21,ChIJmxhLHeAJxkcRKe_rH1Kqv_M,2532,0.1387929616839335,De Hallen Amsterdam,6389,,Cultureel centrum,"[""Cultureel centrum"",""Winkelcentrum""]",shopping malls in negen straatjes,52.3668448,4.868769299999999,Cultural & Historic
22,ChIJNR35jYUJxkcRALmB_1MbY54,2494,0.1367099709477607,museum Rembrandthuis,12992,,Kunstmuseum,"[""Kunstmuseum"",""Monument"",""Museum""]",museums in negen straatjes,52.369369,4.9012349,Cultural & Historic
24,ChIJq-ry-tkJxkcR8i94uYaBUig,2482,0.1360521843994957,Dam,43373,,Toeristische attractie,"[""Toeristische attractie"",""Historisch herkenningspunt""]",tourist attractions in negen straatjes,52.3731006,4.8924274,Cultural & Historic
25,ChIJYQnr8rHhxUcRtlrEKyr4to8,2372,0.1300224743737323,Het Amsterdamse Bos,17432,,Park,"[""Park"",""Wandelroutes"",""Nationaal bos"",""Toeristische attractie""]",parks in de wallen,52.3149817,4.832342,Green Recreation
26,ChIJLQN6abQJxkcRxdcMtKwAP6w,2269,0.1243764731677903,This is Holland,10336,,Toeristische attractie,"[""Toeristische attractie""]",tourist attractions in negen straatjes,52.3841865,4.9021959,Cultural & Historic
27,ChIJp3h4ELgJxkcRPBCvc1dScMk,2251,0.1233897933453927,Sexmuseum Amsterdam,14842,,Museum,"[""Museum"",""Historisch museum""]",museums in negen straatjes,52.3766136,4.8972278,Cultural & Historic
28,ChIJ3XSZnccJxkcR-rNgffJJMGI,2250,0.123334977799704,BODY WORLDS Amsterdam,15595,,Wetenschapsmuseum,"[""Wetenschapsmuseum"",""Museum"",""Toeristische attractie""]",tourist attractions in negen straatjes,52.3748239,4.8947471,Cultural & Historic
29,ChIJGTWpP8cJxkcRPgLGybsqgJI,2171,0.1190045496902921,de Bijenkorf Amsterdam,17365,,Warenhuis,"[""Warenhuis"",""Kledingwinkel"",""Winkel""]",stores in de wallen,52.3736183,4.894502,Shopping
30,ChIJSxklPO0JxkcRCqxBkavK008,2158,0.1182919475963383,Heineken Experience,11251,,Brouwerij,"[""Brouwerij"",""Winkel"",""Toeristische attractie""]",tourist attractions in negen straatjes,52.3578313,4.8918249,Dining & Cafes
31,ChIJKzDpZ-UJxkcR6tvKHK2aPOw,2136,0.1170860055911856,Stedelijk Museum Amsterdam,14008,,Kunstmuseum,"[""Kunstmuseum"",""Museum"",""Toeristische attractie""]",museums in negen straatjes,52.3580111,4.8797554,Cultural & Historic
32,ChIJad9j95ALxkcRMANR9zq0TjU,2116,0.1159896946774105,The Upside Down Amsterdam,5907,,Toeristische attractie,"[""Toeristische attractie"",""Amusementscentrum"",""Kunstcafe"",""Evenementenlocatie"",""Groepsaccommodatie"",""Museum""]",tourist attractions in negen straatjes,52.3398703,4.8928137,Cultural & Historic
33,ChIJByw_MccJxkcRYBke2i-_GK0,2105,0.1153867236748341,Ripley's Believe It or Not!,10439,,Toeristische attractie,"[""Toeristische attractie"",""Wassenbeeldenmuseum""]",tourist attractions in negen straatjes,52.3724001,4.8935666,Cultural & Historic
34,ChIJX-2rTqEJxkcRhjlIZp4bqFk,2099,0.1150578304007016,Het Scheepvaartmuseum,11621,,Museum,"[""Museum"",""Historisch museum"",""Maritiem museum"",""Toeristische attractie""]",museums in negen straatjes,52.3715579,4.9143762,Cultural & Historic
35,ChIJcUBJu8EJxkcRBYpeeTwA67M,2066,0.1132489173929726,The Seafood Bar,13331,$$$,Visrestaurant,"[""Visrestaurant"",""Bar""]",restaurants in sloterdijk,52.3686958,4.890611799999999,Dining & Cafes
36,ChIJkweMYtMJxkcR19hz7lJVRVY,1994,0.1093021981033821,Westerpark,13988,,Park,"[""Park"",""Toeristische attractie""]",parks in negen straatjes,52.3861271,4.877835,Green Recreation
37,ChIJqxRzZuLhxUcRpgvqX1nIp1A,1946,0.1066710519103217,Hortus Botanicus Amsterdam,11090,,Botanische tuin,"[""Botanische tuin"",""Toeristische attractie""]",tourist attractions in negen straatjes,52.3669189,4.907623,Green Recreation
38,ChIJg7YwoTkIxkcRdRzJp-FRIIg,1909,0.1046428767198377,NDSM-Werf,7892,,Cultureel centrum,"[""Cultureel centrum"",""Evenementenlocatie""]",tourist attractions in buikslotermeerplein,52.4005238,4.895832899999999,Cultural & Historic
39,ChIJWyBBSNQJxkcRg0yZycbgw-k,1886,0.1033821191689963,STRAAT Museum,3705,,Kunstmuseum,"[""Kunstmuseum""]",museums in negen straatjes,52.4021377,4.8942599,Cultural & Historic
40,ChIJKYyxKekJxkcRLAhtiEY8skw,1877,0.1028887792577975,Paradiso,10878,,Locatie voor live muziek,"[""Locatie voor live muziek"",""Club""]",event venues in bijlmer arena,52.3621619,4.8838059,Event venue
41,ChIJi_mrhGsJxkcRLUsxvyARySo,1762,0.0965849915035904,WONDR Experience - Amsterdam Immersive & Interactive Museum for All Ages,12531,,Museum,"[""Museum"",""Tentoongesteld stuk"",""Indoorspeeltuin"",""Toeristische attractie""]",tourist attractions in negen straatjes,52.3854864,4.9196773,Cultural & Historic
42,ChIJG9c0F-kJxkcR0Yd6ANByMLE,1760,0.0964753604122129,The Pantry,7251,$$$$$$$,Nederlands restaurant,"[""Nederlands restaurant"",""Eetcafe"",""Familierestaurant"",""Lunchrestaurant"",""Restaurant""]",restaurants in leidseplein,52.3634845,4.8849427,Dining & Cafes
43,ChIJS4P1Hb4JxkcRIphGLOfikzU,1736,0.0951597873156827,Xtracold Icebar Amsterdam,10867,$$$$$$$,Bar,"[""Bar"",""Lounge"",""Toeristische attractie""]",bars in indische buurt,52.3664583,4.900024999999999,Dining & Cafes
44,ChIJU-SBHbkJxkcRSSxkfBFf3hw,1700,0.0931864276708874,Red Light Secrets,18663,,Museum,"[""Museum"",""Toeristische attractie""]",museums in negen straatjes,52.3736932,4.898916799999999,Cultural & Historic
45,ChIJX_h0D_IIxkcR8kPHza8R7kw,1693,0.0928027188510661,AFAS Live,12628,,Concertzaal,"[""Concertzaal"",""Evenementenlocatie""]",tourist attractions in bijlmer arena,52.3123229,4.9446128,Event venue
46,ChIJ2eGVTbQJxkcRuT5BhGHEIrM,1649,0.0903908348407608,Eye Filmmuseum,10399,,Kunstmuseum,"[""Kunstmuseum"",""Bioscoop"",""Museum"",""Restaurant"",""Toeristische attractie""]",museums in negen straatjes,52.384348,4.901276,Cultural & Historic
47,ChIJw6RppvoJxkcR6ZFbJ2aUYDM,1644,0.090116757112317,Het Concertgebouw,9185,,Concertzaal,"[""Concertzaal""]",event venues in bijlmer arena,52.356325,4.8790296,Event venue
48,ChIJxxyXH5cJxkcR6nrFOCcAG_Y,1639,0.0898426793838732,Koninklijk Theater Carre,9322,,Theater,"[""Theater""]",event venues in bijlmer arena,52.3623872,4.9042637,Event venue
49,ChIJC7Uw48AJxkcR28umcgx0C6k,1632,0.0894589705640519,The Amsterdam Dungeon,12864,,Toeristische attractie,"[""Toeristische attractie""]",tourist attractions in negen straatjes,52.3701599,4.8921108,Cultural & Historic
50,ChIJXfk3G7gJxkcRUf-0UF1R6F4,1578,0.086498931096859,Coffeeshop Prix d'Ami Amsterdam,9580,$$,Cannabiswinkel,"[""Cannabiswinkel"",""Ontbijtrestaurant"",""Koffiebar"",""Lunchrestaurant"",""Cafe""]",cafes in haarlemmerbuurt,52.3768702,4.8971456,Cannabisshop
51,ChIJ3XCEiIAKxkcRoCrbhX0xQ3o,1535,0.0841418626322425,Winkelcentrum Stadshart Amstelveen,11407,,Winkelcentrum,"[""Winkelcentrum""]",shopping malls in indische buurt,52.3029728,4.860943499999999,Shopping
52,ChIJeSe5CsEJxkcRdRlM21_MA9s,1524,0.0835388916296661,Begijnhof,9060,,Historisch herkenningspunt,"[""Historisch herkenningspunt"",""Kerk"",""Toeristische attractie""]",tourist attractions in negen straatjes,52.3694585,4.8903539,Cultural & Historic
53,ChIJL1vfcbgJxkcRdFHxXONAcek,1512,0.082881105081401,Tony's Chocolonely Super Store,3181,$$$$$$,Chocolaterie,"[""Chocolaterie"",""Winkel""]",stores in de wallen,52.3755748,4.8967595,Dining & Cafes
54,ChIJo6jLfOgJxkcR4MTOHy4tpnc,1510,0.0827714739900235,Melkweg,9274,,Locatie voor live muziek,"[""Locatie voor live muziek"",""Theater""]",event venues in bijlmer arena,52.364786,4.8812489,Event venue
55,ChIJv2g29SzlxUcRF36sWM2gn5Q,1496,0.0820040563503809,Amsterdam The Style Outlets,2919,,Outlet-winkelcentrum,"[""Outlet-winkelcentrum""]",stores in sloterdijk,52.3859805,4.739114,Shopping
56,ChIJ2xlnX77jxUcR2WgrWg7Ehxk,1448,0.0793729101573206,AMAZE Amsterdam,5639,,Toeristische attractie,"[""Toeristische attractie""]",tourist attractions in sloterdijk,52.3938351,4.8516888,Cultural & Historic
57,ChIJaVHweTEJxkcRtr5Abb6NQbc,1443,0.0790988324288768,Nxt Museum,5050,,Museum,"[""Museum""]",museums in negen straatjes,52.3912196,4.9043902,Cultural & Historic
59,ChIJ856viTkIxkcRXFJrwFltL_4,1286,0.0704927917557419,Pllek,8711,$$$$$$$,Restaurant,"[""Restaurant"",""Koffiehuis"",""Evenementenlocatie"",""Vegetarisch restaurant"",""Trouwlocatie""]",bars in buikslotermeerplein,52.3991581,4.8928756,Dining & Cafes
60,ChIJL33h87gJxkcRIu1FY7IyWV4,1272,0.0697253741160993,De Oude Kerk,10888,,Kunstmuseum,"[""Kunstmuseum"",""Kerk"",""Monumentaal gebouw"",""Erfgoedmuseum"",""Museum"",""Hervormde kerk""]",museums in de wallen,52.3741202,4.8980196,Cultural & Historic
61,ChIJNVW2y7kJxkcR9aOE9tnlp08,1246,0.0683001699281916,Omelegg Centrum,5220,$$$$$$$,Ontbijtrestaurant,"[""Ontbijtrestaurant"",""Brunchrestaurant"",""Health Food-restaurant"",""Lunchrestaurant"",""Restaurant""]",restaurants in de wallen,52.3760641,4.899805499999999,Dining & Cafes
62,ChIJqz_iVJUJxkcRBtDhjRuZmFM,1211,0.0663816258290851,Koninklijk Theater Tuschinski | Pathe,6534,,Bioscoop,"[""Bioscoop""]",movie theaters in negen straatjes,52.3665424,4.894633799999999,Activities
63,ChIJN7y6C78JxkcRIKsx9uAn4g4,1194,0.0654497615523762,SAINT-JEAN Amsterdam,1960,$$$$$$,Banketbakker,"[""Banketbakker"",""Koffiebar""]",cafes in haarlemmerbuurt,52.3803056,4.8842824,Dining & Cafes
64,ChIJRSZwbKIJxkcRbNxQroLl6YU,1170,0.064134188455846,ARTIS - Micropia,5495,,Wetenschapsmuseum,"[""Wetenschapsmuseum"",""Museum"",""Technologiemuseum"",""Toeristische attractie""]",tourist attractions in negen straatjes,52.3669735,4.9128242,Cultural & Historic
65,ChIJ9XOZr-UJxkcRi1-aAUAeGt0,1148,0.0629282464506934,The Seafood Bar,7710,$$,Visrestaurant,"[""Visrestaurant"",""Bar""]",bars in museumkwartier,52.3599669,4.8774826,Dining & Cafes
66,ChIJQyaHlxEKxkcRPNLV5M-b5zQ,1129,0.061886751082607,Gelderlandplein,7054,,Winkelcentrum,"[""Winkelcentrum""]",shopping malls in negen straatjes,52.3310244,4.877506599999999,Shopping
67,ChIJW3VkBjwKxkcRVNsYc24GnkU,1117,0.0612289645343419,Amstelpark,7388,,Park,"[""Park"",""Toeristische attractie""]",parks in negen straatjes,52.3300655,4.8939908,Green Recreation
68,ChIJd_yDtNAJxkcRko3UnBeygWA,1115,0.0611193334429644,Chun Cafe Berenstraat,2171,$$$$$$$,Broodjeswinkel,"[""Broodjeswinkel"",""Lunchrestaurant""]",restaurants in negen straatjes,52.3704688,4.8839422,Shopping
69,ChIJfYd2dscJxkcRH_Q4a1amSDo,1109,0.0607904401688318,Grootste Amsterdamse Mozaiek 'Oersoep',1434,,Winkelcentrum,"[""Winkelcentrum"",""Toeristische attractie""]",shopping malls in negen straatjes,52.3745876,4.8947049,Shopping
70,ChIJ5ZVFtfEIxkcRh1oge17vtWw,1093,0.0599133914378117,Winkelcentrum Boven 't Y,5206,,Winkelcentrum,"[""Winkelcentrum""]",shopping malls in negen straatjes,52.3988161,4.937519,Shopping
71,ChIJC-3i8KUJxkcRcSLXwcxcC_Y,1090,0.0597489448007454,Sojubar Amsterdam | Korean Fried Chicken & Beer,1998,$$,Koreaans restaurant,"[""Koreaans restaurant"",""Aziatisch fusion-restaurant"",""Bar"",""Kiprestaurant"",""Cocktailbar"",""Lunchrestaurant"",""Maaltijdbezorging"",""Afhaalrestaurant"",""Restaurant""]",bars in museumkwartier,52.3564673,4.8907568,Dining & Cafes
72,ChIJQ9sMKfsLxkcRsVlzqY7vSrQ,1088,0.0596393137093679,Amsterdamse Poort | Winkelcentrum Amsterdam,8757,,Winkelcentrum,"[""Winkelcentrum""]",shopping malls in negen straatjes,52.314164,4.9526463,Shopping
73,ChIJK5ErwF8JxkcRqjp0mnDFR5E,1041,0.0570629830619963,Proeflokaal 't Blauwe Theehuis,2760,$$$$$$$,Brouwerijcafe,"[""Brouwerijcafe""]",bars in museumkwartier,52.3588283,4.8725491,Dining & Cafes
77,ChIJoa4hjb8JxkcRehItw0EaWz8,985,0.0539933125034259,Cafe de Jaren,4933,$$$$$$$,Koffiehuis,"[""Koffiehuis"",""Restaurant""]",cafes in negen straatjes,52.3680688,4.8954201,Dining & Cafes
78,ChIJA8xkXugJxkcR09iSlwkhkGk,984,0.0539384969577372,Umaimon Chicken Ramen Amsterdam Leidseplein,3382,$$$$$$$,Ramen-noedelrestaurant,"[""Ramen-noedelrestaurant"",""Japans restaurant""]",bars in leidseplein,52.3647717,4.8826598,Dining & Cafes
79,ChIJLTfnTpYJxkcRRFQSHn_ZXCI,983,0.0538836814120484,H'ART Museum,7492,,Museum,"[""Museum"",""Kunstgalerie"",""Kunstmuseum"",""Erfgoedmuseum"",""Toeristische attractie""]",tourist attractions in negen straatjes,52.3652692,4.902419,Cultural & Historic
80,ChIJe7EYlbAJxkcRkIJKWKWov3U,958,0.0525132927698295,ALOHA,3995,,Amusementscentrum,"[""Amusementscentrum"",""Bar"",""Bowlingbaan"",""Karaokebar"",""Lasergamecentrum"",""Midgetgolfbaan"",""Restaurant""]",night clubs in amsterdam,52.3778173,4.909622199999999,Activities
81,ChIJrRtggNsJxkcRIpqO9nQb448,957,0.0524584772241407,Pesca Amsterdam,3536,$$$,Visrestaurant,"[""Visrestaurant"",""Lunchrestaurant"",""Restaurant"",""Vismarkt""]",restaurants in de jordaan,52.372763,4.8788041,Dining & Cafes
82,ChIJI4xu08EJxkcRe2_KVZ_zFys,941,0.0515814284931206,Blue Amsterdam,3734,$$$$$$$,Restaurant,"[""Restaurant"",""Ontbijtrestaurant"",""Brunchrestaurant"",""Cafe"",""Panoramisch uitzicht""]",bars in 9 straatjes,52.3674266,4.8914922,Dining & Cafes
83,ChIJmQMpq_EJxkcR0yOwqQ9hBZI,934,0.0511977196732993,Dutch Pancake Masters,2854,$$$$$$$,Creperie,"[""Creperie""]",bars in 9 straatjes,52.3756579,4.8959075,Dining & Cafes
84,ChIJHXP-y70JxkcRfwjbNlESgjQ,913,0.0500465932138354,MOAK Pancakes,5858,$$$$$$$,Brunchrestaurant,"[""Brunchrestaurant"",""Amerikaans restaurant"",""Ontbijtrestaurant"",""Lunchrestaurant"",""Pannenkoekrestaurant"",""Restaurant""]",restaurants in nieuwmarkt,52.368694,4.902805,Dining & Cafes
85,ChIJD9YNuZALxkcRZ_7EjY3RpQo,910,0.0498821465767691,Pathe,9305,,Bioscoop,"[""Bioscoop"",""IMAX-bioscoop""]",tourist attractions in bijlmer arena,52.3123652,4.945617,Activities
86,ChIJfxDFMbwJxkcReUviSODvJb0,909,0.0498273310310804,Florentin brunch,2046,$$$$$$$,Brunchrestaurant,"[""Brunchrestaurant""]",restaurants in de pijp,52.3561465,4.8975184,Dining & Cafes
87,ChIJl0L5gegJxkcRYLpavh3YzxQ,901,0.0493888066655703,DeLaMar,5399,,Theater,"[""Theater""]",event venues in leidseplein,52.3642944,4.8809417,Event venue
88,ChIJU-1ArbkJxkcR_EdFqWrlInA,893,0.0489502823000602,Museum Ons' Lieve Heer op Solder,3651,,Museum,"[""Museum"",""Katholieke kerk"",""Historisch museum"",""Monument""]",museums in negen straatjes,52.3751438,4.8994358,Cultural & Historic
89,ChIJPdJhTb8JxkcR65Z6_YwAakk,892,0.0488954667543715,Oriental City Amsterdam,4604,$$$$$$$,Chinees restaurant,"[""Chinees restaurant"",""Aziatisch restaurant"",""Kantonees restaurant"",""Chinees bezorgrestaurant"",""Dimsumrestaurant""]",restaurants in de wallen,52.3718485,4.8962404,Dining & Cafes
90,ChIJHVOMlsYJxkcRc2CgGQK4N5I,872,0.0477991558405963,Magna Plaza,8373,,Winkelcentrum,"[""Winkelcentrum""]",shopping malls in negen straatjes,52.373621,4.890467999999999,Shopping
91,ChIJbwT5ULgJxkcRuzudMY_6sIg,869,0.0476347092035301,Cannibale Royale Lange Niezel,4085,$$$$$$$,Restaurant,"[""Restaurant"",""Grillrestaurant"",""Bar & Grill"",""Barbecuerestaurant"",""Cafe""]",restaurants in de wallen,52.3750805,4.898681799999999,Dining & Cafes
92,ChIJE7ZOMPMJxkcR66R6FxsNWSs,861,0.04719618483802,Ceintuur Theater,5425,$$$$$$$,Restaurant,"[""Restaurant""]",restaurants in de pijp,52.3526079,4.891426699999999,Dining & Cafes
93,ChIJN4MvEgEJxkcRDZA-ZxJKVEU,847,0.0464287671983774,Miri Mary Indian Restaurant Amsterdam,2434,,Indiaas restaurant,"[""Indiaas restaurant"",""Brunchrestaurant"",""Koffiehuis"",""Cocktailbar"",""Lunchrestaurant"",""Restaurant""]",restaurants in de pijp,52.3515522,4.8952183,Dining & Cafes
94,ChIJW11C8LgJxkcR-X_xv39yjU0,847,0.0464287671983774,De Koffieschenkerij,2690,$$$$$$,Koffiehuis,"[""Koffiehuis"",""Koffiebar""]",cafes in de wallen,52.3741148,4.898346699999999,Dining & Cafes
95,ChIJ_5ad2OQJxkcRohRwD3FtuKU,819,0.0448939319190922,Suitsupply,3214,,Herenmode,"[""Herenmode"",""Kledingwinkel"",""Kleermaker"",""Winkel in modeaccessoires"",""Galakledingwinkel"",""Herenkleermaker"",""Winkel voor bovenkleding"",""Schoenenwinkel"",""Smokingwinkel"",""Trouwwinkel""]",stores in museumkwartier,52.3574165,4.8764827,Shopping
96,ChIJFTco7LgJxkcRDpb--U7vIso,815,0.0446746697363372,The Bulldog,6760,,Cannabiswinkel,"[""Cannabiswinkel""]",coffeeshops in buikslotermeerplein,52.3736716,4.8977192,Cannabisshop
97,ChIJwRWvJXYLxkcRoKnhDTM_u30,812,0.0445102230992709,McDonald's,4319,$$$$$$$,Hamburgerrestaurant,"[""Hamburgerrestaurant"",""Familierestaurant"",""Snackbar"",""Afhaalrestaurant"",""Restaurant""]",restaurants in bijlmer arena,52.3000974,4.9446656,Dining & Cafes
98,ChIJB7T9YJUJxkcR8dtTreJe6Zo,802,0.0439620676423833,Escape,7519,$$,Nachtclub,"[""Nachtclub"",""Cocktailbar"",""Discotheek"",""Evenementenlocatie""]",bars in rembrandtplein,52.366388,4.896389999999999,Entertainment & Nightlife
99,ChIJuzgcH4IJxkcR8-_OmJ3aHg0,792,0.0434139121854958,Verzetsmuseum Amsterdam,2836,,Museum,"[""Museum"",""Kindermuseum"",""Toeristische attractie"",""Oorlogsmuseum""]",tourist attractions in negen straatjes,52.3678139,4.912764999999999,Cultural & Historic
100,ChIJL0BoGukJxkcRrDuPyR4-IFQ,790,0.0433042810941182,De Blauwe Hollander,3276,$$$$$$$,Nederlands restaurant,"[""Nederlands restaurant""]",bars in leidseplein,52.3634873,4.8847619,Dining & Cafes
101,ChIJWQ8vAyUJxkcRLJ8j4QCqYv8,787,0.043139834457052,Maijard Smashburgers,1739,$$$$$$$,Hamburgerrestaurant,"[""Hamburgerrestaurant"",""Snackbar"",""Restaurant""]",restaurants in de jordaan,52.3737187,4.8823161,Dining & Cafes
102,ChIJbeLDaSIKxkcR4uMOfG8J_cw,784,0.0429753878199857,Hotel nhow Amsterdam RAI,2239,,Hotel,"[""Hotel""]",hotels in bijlmer arena,52.338955,4.891906,Hotel
103,ChIJ3X7KShgJxkcRNJ6P783NB88,783,0.0429205722742969,LuminAir,1636,$$$,Bar,"[""Bar"",""Brunchrestaurant"",""Cocktailbar"",""Evenementenbureau"",""Evenementenlocatie"",""Lounge""]",bars in nieuwmarkt,52.376688,4.9054935,Dining & Cafes
104,ChIJySp1EbkJxkcRc3bwx1UJxcE,782,0.0428657567286082,New King,3880,$$$$$$$,Mandarijns restaurant,"[""Mandarijns restaurant""]",restaurants in de wallen,52.3736018,4.9002881,Dining & Cafes
105,ChIJP5_dbMIJxkcRbzPxerih1N0,778,0.0426464945458532,Grachtenmuseum,2241,,Museum,"[""Museum"",""Toeristische attractie""]",tourist attractions in negen straatjes,52.3678987,4.886253,Cultural & Historic
106,ChIJ9amMjOoJxkcR98bcU-6SNN8,775,0.0424820479087869,KattenKabinet,2622,,Museum,"[""Museum"",""Kunstmuseum"",""Toeristische attractie""]",museums in negen straatjes,52.3656325,4.891547999999999,Cultural & Historic
107,ChIJ4fYmpOoJxkcRPSf3rEjGa_U,774,0.0424272323630981,Pathe De Munt,6892,,Bioscoop,"[""Bioscoop""]",movie theaters in negen straatjes,52.3664141,4.8938887,Activities
108,ChIJJdYg01MMxkcRn7gRhM2DqRE,771,0.0422627857260319,Inntel Hotels Amsterdam Zaandam,3774,,Hotel,"[""Hotel""]",hotels in sloterdijk,52.4380719,4.8159301,Hotel
109,ChIJEaXCebQJxkcRZwJedJZiwo4,763,0.0418242613605218,ClinkNOORD,10081,,Herberg,"[""Herberg""]",hotels in dapperbuurt,52.3842275,4.9037391,Hotel
111,ChIJ69iOyNoJxkcRzXH14nv_h0c,760,0.0416598147234555,Cafe Sonneveld,3627,$$$$$$$,Europees restaurant,"[""Europees restaurant"",""Bar"",""Koffiebar"",""Eetcafe"",""Cafe"",""Restaurant""]",bars in de jordaan,52.3763328,4.882285899999999,Dining & Cafes
112,ChIJZyc7C7oJxkcRSPqsBgyVa0k,760,0.0416598147234555,DoubleTree by Hilton Amsterdam Centraal Station,7720,,Hotel,"[""Hotel"",""Eetzaal"",""Bedrijfscentrum"",""Congrescentrum"",""Evenementenlocatie"",""Planning van vergaderingen""]",hotels in de wallen,52.376676,4.905465899999999,Hotel
